id	content	label	words	pred_label
885	精神科随州市曾都医院精神科于1984年在全国县市级综合医院中率先成立,是随州市精神疾病重点专科,曾都区精神病防治技术指导中心。	neutral	精 神 科 随 州 市 曾 都 医 院 精 神 科 于 1 9 8 4 年 在 全 国 县 市 级 综 合 医 院 中 率 先 成 立 , 是 随 州 市 精 神 疾 病 重 点 专 科 , 曾 都 区 精 神 病 防 治 技 术 指 导 中 心 。	3
886	"""先入为主的想法是多么恐怖""""如果是谁故意散布的恶意谣言就更可怕了""""无形的流言蜚语会成为杀人的利器""""你是不是一个潜在的杀人犯?""优雅的谎言"	sad	""" 先 入 为 主 的 想 法 是 多 么 恐 怖 "" "" 如 果 是 谁 故 意 散 布 的 恶 意 谣 言 就 更 可 怕 了 "" "" 无 形 的 流 言 蜚 语 会 成 为 杀 人 的 利 器 "" "" 你 是 不 是 一 个 潜 在 的 杀 人 犯 ? "" 优 雅 的 谎 言"	1
887	每天半夜被蚊子咬醒我还真是一点脾气都没有	angry	每 天 半 夜 被 蚊 子 咬 醒 我 还 真 是 一 点 脾 气 都 没 有	0
888	damndamndamndamn我操心那么多干嘛不想了弄报告去	angry	d a m n d a m n d a m n d a m n 我 操 心 那 么 多 干 嘛 不 想 了 弄 报 告 去	0
889	麻痹死去吧一辈子也不想再见小心眼操你妈逼	angry	麻 痹 死 去 吧 一 辈 子 也 不 想 再 见 小 心 眼 操 你 妈 逼	0
890	根据配置的等离子电源大小切割厚度范围一般在:0.5~100mm以内,极少数进口大功率等离子电源能切到100mm以,上但一般也超不过很多。	neutral	根 据 配 置 的 等 离 子 电 源 大 小 切 割 厚 度 范 围 一 般 在 : 0 . 5 ~ 1 0 0 m m 以 内 , 极 少 数 进 口 大 功 率 等 离 子 电 源 能 切 到 1 0 0 m m 以 , 上 但 一 般 也 超 不 过 很 多 。	3
891	这是反面教材!!朋友们,你们认真点好么	angry	这 是 反 面 教 材 ! ! 朋 友 们 , 你 们 认 真 点 好 么	0
892	在父母的心里我们永远都是小表表	happy	在 父 母 的 心 里 我 们 永 远 都 是 小 表 表	2
893	内桶有底无盖,桶底用铁丝网焊接固定,四周可留有数十个小孔。	neutral	内 桶 有 底 无 盖 , 桶 底 用 铁 丝 网 焊 接 固 定 , 四 周 可 留 有 数 十 个 小 孔 。	3
894	最无语最火大的一次网购!崩溃!	angry	最 无 语 最 火 大 的 一 次 网 购 ! 崩 溃 !	0
895	我疯了,科三挂了,挂在不是问题的问题上	sad	我 疯 了 , 科 三 挂 了 , 挂 在 不 是 问 题 的 问 题 上	0
896	尼玛,班上都有人被公司招走了,我他妈还不知道自己要做什么	angry	尼 玛 , 班 上 都 有 人 被 公 司 招 走 了 , 我 他 妈 还 不 知 道 自 己 要 做 什 么	0
897	没想到我在翻译一份明朝皇帝给琉球国王尚巴志的诏书原文。	surprise	没 想 到 我 在 翻 译 一 份 明 朝 皇 帝 给 琉 球 国 王 尚 巴 志 的 诏 书 原 文 。	3
898	太可怕了,刚刚梦见我那么大岁数还在敲程序,吓得我心脏一斤……	fear	太 可 怕 了 , 刚 刚 梦 见 我 那 么 大 岁 数 还 在 敲 程 序 , 吓 得 我 心 脏 一 斤 … …	1
899	不喜欢就是不喜欢遇到真爱哪是这样的呢我只能让自己更加优秀去遇到真的很爱我的人如果我很差劲我也不舍得在这样的状态遇到他怎么说也还是自己多改善自己的一切吧加油加油啦	happy	不 喜 欢 就 是 不 喜 欢 遇 到 真 爱 哪 是 这 样 的 呢 我 只 能 让 自 己 更 加 优 秀 去 遇 到 真 的 很 爱 我 的 人 如 果 我 很 差 劲 我 也 不 舍 得 在 这 样 的 状 态 遇 到 他 怎 么 说 也 还 是 自 己 多 改 善 自 己 的 一 切 吧 加 油 加 油 啦	2
900	硬生生地把过去这半个月的档期填得满满当当,总是临时接到客户电话赶往外地…原本今天是这个月可以好好休息的第一天,但还是工作到这个点,身心俱疲啊……我好饿	sad	硬 生 生 地 把 过 去 这 半 个 月 的 档 期 填 得 满 满 当 当 , 总 是 临 时 接 到 客 户 电 话 赶 往 外 地 … 原 本 今 天 是 这 个 月 可 以 好 好 休 息 的 第 一 天 , 但 还 是 工 作 到 这 个 点 , 身 心 俱 疲 啊 … … 我 好 饿	2
901	如果你一直牵着我的手,我定不会轻易放手;如果我们之间总是闹别扭,我还是会先努力试几试,如果结果仍不满意,我终不会将就,或许我们是真的不合适,等攒够了失望,我就会离开,不再回头。。。(写的真好)	sad	如 果 你 一 直 牵 着 我 的 手 , 我 定 不 会 轻 易 放 手 ; 如 果 我 们 之 间 总 是 闹 别 扭 , 我 还 是 会 先 努 力 试 几 试 , 如 果 结 果 仍 不 满 意 , 我 终 不 会 将 就 , 或 许 我 们 是 真 的 不 合 适 , 等 攒 够 了 失 望 , 我 就 会 离 开 , 不 再 回 头 。 。 。 ( 写 的 真 好 )	4
902	因此,在实际工作中,常用室温时的数据。	neutral	因 此 , 在 实 际 工 作 中 , 常 用 室 温 时 的 数 据 。	3
903	比赛开始!给我往死了踢香港!!	angry	比 赛 开 始 ! 给 我 往 死 了 踢 香 港 ! !	0
904	我是一个没有长性的人,从来没有什么书或电影能让我欲罢不能的看到深夜,这是第一本。	happy	我 是 一 个 没 有 长 性 的 人 , 从 来 没 有 什 么 书 或 电 影 能 让 我 欲 罢 不 能 的 看 到 深 夜 , 这 是 第 一 本 。	0
905	我要从良,以后通宵,ktv,酒吧就不要再叫我了心很累,头很疼	happy	我 要 从 良 , 以 后 通 宵 , k t v , 酒 吧 就 不 要 再 叫 我 了 心 很 累 , 头 很 疼	0
906	要不吧就慢得跟🐌情商低到极限,要不吧就不给我一点时间准备,害我手忙脚乱的赶呀!折腾死我了	angry	要 不 吧 就 慢 得 跟 🐌 情 商 低 到 极 限 , 要 不 吧 就 不 给 我 一 点 时 间 准 备 , 害 我 手 忙 脚 乱 的 赶 呀 ! 折 腾 死 我 了	0
907	今天老师忘带数据线上不了课,领我们去圣诞市场请我们喝酒。因为有去年glühwein一杯倒的经验就慢慢喝,但最后还是头重脚轻醺醺然回了家。这天太冷了,好想冬眠。	happy	今 天 老 师 忘 带 数 据 线 上 不 了 课 , 领 我 们 去 圣 诞 市 场 请 我 们 喝 酒 。 因 为 有 去 年 g l ü h w e i n 一 杯 倒 的 经 验 就 慢 慢 喝 , 但 最 后 还 是 头 重 脚 轻 醺 醺 然 回 了 家 。 这 天 太 冷 了 , 好 想 冬 眠 。	4
908	操气,不考了,睡觉!监考老师改卷老师,我恨死你们了,51分,51分,49分,53分,四门考试能让我过一门吗?真想骂人	angry	操 气 , 不 考 了 , 睡 觉 ! 监 考 老 师 改 卷 老 师 , 我 恨 死 你 们 了 , 5 1 分 , 5 1 分 , 4 9 分 , 5 3 分 , 四 门 考 试 能 让 我 过 一 门 吗 ? 真 想 骂 人	0
909	这个世界已然不是我能接受的,太昏暗了	sad	这 个 世 界 已 然 不 是 我 能 接 受 的 , 太 昏 暗 了	0
910	"大叫""骗子!救命!"" 《生病》好恐怖。之前一直和朋友讨论一个问题,如果一天在车站等车,周围没什么人,突然有一辆车下来两个人拉扯着你上车,然后还说:""闺女啊,你咋那么不听话离家出走呢?""即使你拼命说救命不认识他们,而周围的人以为你在闹别扭而无动于衷,那该咋办呢?"	fear	"大 叫 "" 骗 子 ! 救 命 ! ""   《 生 病 》 好 恐 怖 。 之 前 一 直 和 朋 友 讨 论 一 个 问 题 , 如 果 一 天 在 车 站 等 车 , 周 围 没 什 么 人 , 突 然 有 一 辆 车 下 来 两 个 人 拉 扯 着 你 上 车 , 然 后 还 说 : "" 闺 女 啊 , 你 咋 那 么 不 听 话 离 家 出 走 呢 ? "" 即 使 你 拼 命 说 救 命 不 认 识 他 们 , 而 周 围 的 人 以 为 你 在 闹 别 扭 而 无 动 于 衷 , 那 该 咋 办 呢 ?"	1
911	我真的超级无敌讨厌下雨天,衣服全湿了,还要拿把伞到处跑	angry	我 真 的 超 级 无 敌 讨 厌 下 雨 天 , 衣 服 全 湿 了 , 还 要 拿 把 伞 到 处 跑	0
912	半夜梦见考试,,,我也是醉了。	surprise	半 夜 梦 见 考 试 , , , 我 也 是 醉 了 。	0
913	我的微博出故障了吗?怎么发言发不出去	surprise	我 的 微 博 出 故 障 了 吗 ? 怎 么 发 言 发 不 出 去	0
914	刚躺下准备睡觉被这张图戳中了有时候真的需要接受现实有些事永远也回不去以前的样子了问自己后悔过么后悔了可能再也回不去所以没有所以难过自己受着	sad	刚 躺 下 准 备 睡 觉 被 这 张 图 戳 中 了 有 时 候 真 的 需 要 接 受 现 实 有 些 事 永 远 也 回 不 去 以 前 的 样 子 了 问 自 己 后 悔 过 么 后 悔 了 可 能 再 也 回 不 去 所 以 没 有 所 以 难 过 自 己 受 着	4
915	追剧啊后果啊就是每天提心吊胆害怕唐队领便当.....	fear	追 剧 啊 后 果 啊 就 是 每 天 提 心 吊 胆 害 怕 唐 队 领 便 当 . . . . .	1
916	有时候让客户气的,我真心给他拧巴拧巴碎尸万段	angry	有 时 候 让 客 户 气 的 , 我 真 心 给 他 拧 巴 拧 巴 碎 尸 万 段	0
917	这不就是油炸玉米嘛。。。。怎么会上热搜	surprise	这 不 就 是 油 炸 玉 米 嘛 。 。 。 。 怎 么 会 上 热 搜	0
918	难受得快要死掉。诠释了什么叫坐立不安,坐着难受死,也没力气站着,只能蹲着	sad	难 受 得 快 要 死 掉 。 诠 释 了 什 么 叫 坐 立 不 安 , 坐 着 难 受 死 , 也 没 力 气 站 着 , 只 能 蹲 着	0
919	即时通信系统是没有信息安全和带宽控制机制的,而视频系统的安全性要求很高,带宽管理对于视频的质量非常重要的。	neutral	即 时 通 信 系 统 是 没 有 信 息 安 全 和 带 宽 控 制 机 制 的 , 而 视 频 系 统 的 安 全 性 要 求 很 高 , 带 宽 管 理 对 于 视 频 的 质 量 非 常 重 要 的 。	3
920	陈广斌,男,汉族,1957年11月生,外科学教授,主任医师,医学博士。	neutral	陈 广 斌 , 男 , 汉 族 , 1 9 5 7 年 1 1 月 生 , 外 科 学 教 授 , 主 任 医 师 , 医 学 博 士 。	3
921	其试用期,见习期的年限以及试用期,见习期的工资,定级工资,均参照大专毕业学历的劳动合同制工人的工资待遇执行(不涉及学历问题)。	neutral	其 试 用 期 , 见 习 期 的 年 限 以 及 试 用 期 , 见 习 期 的 工 资 , 定 级 工 资 , 均 参 照 大 专 毕 业 学 历 的 劳 动 合 同 制 工 人 的 工 资 待 遇 执 行 ( 不 涉 及 学 历 问 题 ) 。	3
922	又是40.4度了,虽然物理降温可能用处不大,但是还是只能这样了,没别的办法了	sad	又 是 4 0 . 4 度 了 , 虽 然 物 理 降 温 可 能 用 处 不 大 , 但 是 还 是 只 能 这 样 了 , 没 别 的 办 法 了	0
923	😊好了我23了😊就算老了一岁也要开心的过啊😭生日愿望就希望这一年干什么都顺利好啦	happy	😊 好 了 我 2 3 了 😊 就 算 老 了 一 岁 也 要 开 心 的 过 啊 😭 生 日 愿 望 就 希 望 这 一 年 干 什 么 都 顺 利 好 啦	2
924	第一部参与的电影为刘家良的《十八般武艺》,当一名摄影小工。	neutral	第 一 部 参 与 的 电 影 为 刘 家 良 的 《 十 八 般 武 艺 》 , 当 一 名 摄 影 小 工 。	3
925	28岁任该校任副教授兼博士生导师。	neutral	2 8 岁 任 该 校 任 副 教 授 兼 博 士 生 导 师 。	3
926	办公室里有个老烟棒也是要逼死人了	angry	办 公 室 里 有 个 老 烟 棒 也 是 要 逼 死 人 了	0
927	想要1300去我家eason演唱会	happy	想 要 1 3 0 0 去 我 家 e a s o n 演 唱 会	4
928	才几天没练名次就下降这么快,你们都是神啊	surprise	才 几 天 没 练 名 次 就 下 降 这 么 快 , 你 们 都 是 神 啊	0
929	分享图片被霸占的地基和故意损坏的房屋	angry	分 享 图 片 被 霸 占 的 地 基 和 故 意 损 坏 的 房 屋	3
930	盘面资金还有4000+多亿?不会吧?	surprise	盘 面 资 金 还 有 4 0 0 0 + 多 亿 ? 不 会 吧 ?	0
931	步云天地着力建立与国际市场接轨的管理规范,提供多元化,信息化,国际化的优质服务。	neutral	步 云 天 地 着 力 建 立 与 国 际 市 场 接 轨 的 管 理 规 范 , 提 供 多 元 化 , 信 息 化 , 国 际 化 的 优 质 服 务 。	3
932	"经过几年的后院乐队之后,他们想玩点""正式的。"	neutral	"经 过 几 年 的 后 院 乐 队 之 后 , 他 们 想 玩 点 "" 正 式 的 。"	3
933	两个大男人话那么多是要怎样,化身机关枪大妈?	angry	两 个 大 男 人 话 那 么 多 是 要 怎 样 , 化 身 机 关 枪 大 妈 ?	0
934	我现在真的敲难过为什么自己不会画画文字功底太差完全不能写出自己想到的那个画面和意境。又吃不到任何粮食,真的超想哭	sad	我 现 在 真 的 敲 难 过 为 什 么 自 己 不 会 画 画 文 字 功 底 太 差 完 全 不 能 写 出 自 己 想 到 的 那 个 画 面 和 意 境 。 又 吃 不 到 任 何 粮 食 , 真 的 超 想 哭	4
935	第一次玩微博,我发现自己好落后!	sad	第 一 次 玩 微 博 , 我 发 现 自 己 好 落 后 !	2
936	在建材,冶金,化工,环保等许多生产行业中,广泛地使用回转圆备对固体物料进行机械,物理或化学处理,这类设备被称为回转窑。	neutral	在 建 材 , 冶 金 , 化 工 , 环 保 等 许 多 生 产 行 业 中 , 广 泛 地 使 用 回 转 圆 备 对 固 体 物 料 进 行 机 械 , 物 理 或 化 学 处 理 , 这 类 设 备 被 称 为 回 转 窑 。	3
937	愿我们,就这么一直开心幸福下去。	happy	愿 我 们 , 就 这 么 一 直 开 心 幸 福 下 去 。	2
938	搜了一下中科院,居然发现有和我本+硕联系最紧密的院…	surprise	搜 了 一 下 中 科 院 , 居 然 发 现 有 和 我 本 + 硕 联 系 最 紧 密 的 院 …	5
939	你没有回头路了,除了跟我在一起就是跟我在一起	happy	你 没 有 回 头 路 了 , 除 了 跟 我 在 一 起 就 是 跟 我 在 一 起	0
940	坚持那么久难道真的是错的?bigpan.囖	sad	坚 持 那 么 久 难 道 真 的 是 错 的 ? b i g p a n . 囖	5
941	不知道为什么梦见自己第一次出国,竟然是去波士顿,毫无根据啊	surprise	不 知 道 为 什 么 梦 见 自 己 第 一 次 出 国 , 竟 然 是 去 波 士 顿 , 毫 无 根 据 啊	5
942	好久没有过磅了。。。。一过,就吓傻自己了。。。。。再吃!!!就撕烂自己的嘴!!!!说到做到!!!!!!放句狠话勉勉自己。。。。	angry	好 久 没 有 过 磅 了 。 。 。 。 一 过 , 就 吓 傻 自 己 了 。 。 。 。 。 再 吃 ! ! ! 就 撕 烂 自 己 的 嘴 ! ! ! ! 说 到 做 到 ! ! ! ! ! ! 放 句 狠 话 勉 勉 自 己 。 。 。 。	0
943	手肿么了,肿这个样子——论道具的重要性🐱	surprise	手 肿 么 了 , 肿 这 个 样 子 — — 论 道 具 的 重 要 性 🐱	0
944	大号是只猪~风天辰是只猪~小猪小猪啦啦啦~(谁敢艾特风天辰我跟他拼命)	angry	大 号 是 只 猪 ~ 风 天 辰 是 只 猪 ~ 小 猪 小 猪 啦 啦 啦 ~ ( 谁 敢 艾 特 风 天 辰 我 跟 他 拼 命 )	2
945	好好的,吃着饭就开始恶心,接着就......什么情况啊这是?晕,恶心,继续想吐……还得开车奔波去上课,	sad	好 好 的 , 吃 着 饭 就 开 始 恶 心 , 接 着 就 . . . . . . 什 么 情 况 啊 这 是 ? 晕 , 恶 心 , 继 续 想 吐 … … 还 得 开 车 奔 波 去 上 课 ,	0
946	哎和一个平时对我很好哥哥生气了心情不好.	sad	哎 和 一 个 平 时 对 我 很 好 哥 哥 生 气 了 心 情 不 好 .	0
947	13,军团活动:加入军团开启,里面有百宝箱,护航,魔方和抽奖,奖励丰富,重点推荐。	neutral	1 3 , 军 团 活 动 : 加 入 军 团 开 启 , 里 面 有 百 宝 箱 , 护 航 , 魔 方 和 抽 奖 , 奖 励 丰 富 , 重 点 推 荐 。	3
948	这样的垃圾教练也配得上国家队,这tm是谁的瞎了狗眼	angry	这 样 的 垃 圾 教 练 也 配 得 上 国 家 队 , 这 t m 是 谁 的 瞎 了 狗 眼	0
949	肚子一直咕噜咕噜咕噜~~我还是思念番茄酱,鸡肉卷,喔~还有上校。	sad	肚 子 一 直 咕 噜 咕 噜 咕 噜 ~ ~ 我 还 是 思 念 番 茄 酱 , 鸡 肉 卷 , 喔 ~ 还 有 上 校 。	4
950	老祖宗留下的文化全特么被棒子抢去了	angry	老 祖 宗 留 下 的 文 化 全 特 么 被 棒 子 抢 去 了	0
951	太多的不公平!太多的假人,我是太弱了	sad	太 多 的 不 公 平 ! 太 多 的 假 人 , 我 是 太 弱 了	0
952	我们被紧紧拥抱的这许多许多小幸运要好好努力才能更对得起最近遇到的暖心事太多了虽不说何德何能也要道一句心怀感激感谢你们爱护珍重我的笑容肯定珍惜我的内心感激🙏	happy	我 们 被 紧 紧 拥 抱 的 这 许 多 许 多 小 幸 运 要 好 好 努 力 才 能 更 对 得 起 最 近 遇 到 的 暖 心 事 太 多 了 虽 不 说 何 德 何 能 也 要 道 一 句 心 怀 感 激 感 谢 你 们 爱 护 珍 重 我 的 笑 容 肯 定 珍 惜 我 的 内 心 感 激 🙏	2
953	做了个噩梦,很清晰。许多内容仿佛在影射我的现在。关于为什么会做噩梦这件事情,无解。父母早早离开家,不关心我,只有我妹妹对我说了几句话。同学来我家玩,无趣而反。门坏,有变态来踹我家门,躲在33层高的阳台外面趴着,被发现。然后突然醒来。至少我是讶异的,不害怕。做噩梦必有其音,挖寻。	surprise	做 了 个 噩 梦 , 很 清 晰 。 许 多 内 容 仿 佛 在 影 射 我 的 现 在 。 关 于 为 什 么 会 做 噩 梦 这 件 事 情 , 无 解 。 父 母 早 早 离 开 家 , 不 关 心 我 , 只 有 我 妹 妹 对 我 说 了 几 句 话 。 同 学 来 我 家 玩 , 无 趣 而 反 。 门 坏 , 有 变 态 来 踹 我 家 门 , 躲 在 3 3 层 高 的 阳 台 外 面 趴 着 , 被 发 现 。 然 后 突 然 醒 来 。 至 少 我 是 讶 异 的 , 不 害 怕 。 做 噩 梦 必 有 其 音 , 挖 寻 。	1
954	有些事情是不能等的,每天去跑步,去留意身边的风景,去帮助别人。一定要开心!!	happy	有 些 事 情 是 不 能 等 的 , 每 天 去 跑 步 , 去 留 意 身 边 的 风 景 , 去 帮 助 别 人 。 一 定 要 开 心 ! !	2
955	一看少女漫就想谈恋爱想着女主都和男一在一起了那男二给我好了我脑子有饼	happy	一 看 少 女 漫 就 想 谈 恋 爱 想 着 女 主 都 和 男 一 在 一 起 了 那 男 二 给 我 好 了 我 脑 子 有 饼	2
956	生命没有假如如果为什么那一刻我放弃那一刻的人已经消失在人海还有运气人生没什么运气别看微博鸡汤说的成功靠运气我宁愿相信佛学我为人人还有就像每一次我生命中一拍两散都不是偶然的小矛盾和一点脾气有因必有果看清现实为了所谓的运气来奋斗	sad	生 命 没 有 假 如 如 果 为 什 么 那 一 刻 我 放 弃 那 一 刻 的 人 已 经 消 失 在 人 海 还 有 运 气 人 生 没 什 么 运 气 别 看 微 博 鸡 汤 说 的 成 功 靠 运 气 我 宁 愿 相 信 佛 学 我 为 人 人 还 有 就 像 每 一 次 我 生 命 中 一 拍 两 散 都 不 是 偶 然 的 小 矛 盾 和 一 点 脾 气 有 因 必 有 果 看 清 现 实 为 了 所 谓 的 运 气 来 奋 斗	0
957	能诗善文,工书法李邕能诗善文,工书法,尤擅长行楷书。	happy	能 诗 善 文 , 工 书 法 李 邕 能 诗 善 文 , 工 书 法 , 尤 擅 长 行 楷 书 。	3
958	学校要传张个人照,结果我从手机里一路翻过来,就到了冬天!这是多么不喜欢自拍!!!	surprise	学 校 要 传 张 个 人 照 , 结 果 我 从 手 机 里 一 路 翻 过 来 , 就 到 了 冬 天 ! 这 是 多 么 不 喜 欢 自 拍 ! ! !	0
959	你们俩到底怎么了啊,告诉麻麻好不好?或许你变了,或许他变了,或许你们都变了,或许你们都没变。可能你们都走了,而我们还在原地守着。我什么都不知道,只是一个有点风吹草动就战战兢兢的人。其实愿望多简单,就是希望你们好好的,而已。我是否坚定不重要,你们坚定,就够了。	sad	你 们 俩 到 底 怎 么 了 啊 , 告 诉 麻 麻 好 不 好 ? 或 许 你 变 了 , 或 许 他 变 了 , 或 许 你 们 都 变 了 , 或 许 你 们 都 没 变 。 可 能 你 们 都 走 了 , 而 我 们 还 在 原 地 守 着 。 我 什 么 都 不 知 道 , 只 是 一 个 有 点 风 吹 草 动 就 战 战 兢 兢 的 人 。 其 实 愿 望 多 简 单 , 就 是 希 望 你 们 好 好 的 , 而 已 。 我 是 否 坚 定 不 重 要 , 你 们 坚 定 , 就 够 了 。	0
960	我想吃宵夜,可是什么都吃不了😞只能想想而已lui	angry	我 想 吃 宵 夜 , 可 是 什 么 都 吃 不 了 😞 只 能 想 想 而 已 l u i	4
961	某人说,几千块的衣服却让你穿出了地摊货的感觉,我是不是该揍他一顿	angry	某 人 说 , 几 千 块 的 衣 服 却 让 你 穿 出 了 地 摊 货 的 感 觉 , 我 是 不 是 该 揍 他 一 顿	0
962	回公司双11买的东西到的最快的最爱的是你💍	happy	回 公 司 双 1 1 买 的 东 西 到 的 最 快 的 最 爱 的 是 你 💍	2
963	中午的这杯咖啡,给我提神到现在😭	sad	中 午 的 这 杯 咖 啡 , 给 我 提 神 到 现 在 😭	0
964	7成几控球率都不打进一球,不拼点就回家捡牛屎了	angry	7 成 几 控 球 率 都 不 打 进 一 球 , 不 拼 点 就 回 家 捡 牛 屎 了	0
965	幸福的氛围也被感染了觉得自己也很幸福	happy	幸 福 的 氛 围 也 被 感 染 了 觉 得 自 己 也 很 幸 福	2
966	17世纪,一位西班牙传教士发现了中美洲危地马拉的—条地下隧道。	neutral	1 7 世 纪 , 一 位 西 班 牙 传 教 士 发 现 了 中 美 洲 危 地 马 拉 的 — 条 地 下 隧 道 。	3
967	刚看了郑恺发飙的视频真是不敢相信,郑恺应该不是这样的人啊,看到有人说自从那个屁之后郑恺就不是郑恺了,我们的小猎豹怎么变成这样了现在的综艺节目啊,现在才知道跑男原来是按照剧本演的有一种被欺骗的赶脚。	sad	刚 看 了 郑 恺 发 飙 的 视 频 真 是 不 敢 相 信 , 郑 恺 应 该 不 是 这 样 的 人 啊 , 看 到 有 人 说 自 从 那 个 屁 之 后 郑 恺 就 不 是 郑 恺 了 , 我 们 的 小 猎 豹 怎 么 变 成 这 样 了 现 在 的 综 艺 节 目 啊 , 现 在 才 知 道 跑 男 原 来 是 按 照 剧 本 演 的 有 一 种 被 欺 骗 的 赶 脚 。	4
968	这种狗男女就应该被扔到马群中上演人马交配虐恋史	angry	这 种 狗 男 女 就 应 该 被 扔 到 马 群 中 上 演 人 马 交 配 虐 恋 史	0
969	"五打牢安全生产基层基础,不断改善安全生产条件各乡镇,各部门要按照""抓基层,打基础,强监管的工作思路,继续抓好安全生产示范创建活动。"	neutral	"五 打 牢 安 全 生 产 基 层 基 础 , 不 断 改 善 安 全 生 产 条 件 各 乡 镇 , 各 部 门 要 按 照 "" 抓 基 层 , 打 基 础 , 强 监 管 的 工 作 思 路 , 继 续 抓 好 安 全 生 产 示 范 创 建 活 动 。"	3
970	?昨晚的微博怎么都没了,莫非这个也有人盗号?	surprise	? 昨 晚 的 微 博 怎 么 都 没 了 , 莫 非 这 个 也 有 人 盗 号 ?	0
971	话说,怎么老受伤……那些衣服怎么洗,头发怎么洗	sad	话 说 , 怎 么 老 受 伤 … … 那 些 衣 服 怎 么 洗 , 头 发 怎 么 洗	0
972	很多事情真是活久见要学会淡定看开一点	happy	很 多 事 情 真 是 活 久 见 要 学 会 淡 定 看 开 一 点	0
973	我觉得好的感情不是一味的单向付出而是我在努力的同时也能收到你的回应不是我为你改变许多而是每一天都甘愿为对方做更好的自己不是两个人互相捆绑而是两个人一起去看更多更精彩的世界	happy	我 觉 得 好 的 感 情 不 是 一 味 的 单 向 付 出 而 是 我 在 努 力 的 同 时 也 能 收 到 你 的 回 应 不 是 我 为 你 改 变 许 多 而 是 每 一 天 都 甘 愿 为 对 方 做 更 好 的 自 己 不 是 两 个 人 互 相 捆 绑 而 是 两 个 人 一 起 去 看 更 多 更 精 彩 的 世 界	2
974	昆仑山口的冻胀强度和水分条件不及北美,石冰川活动性也相对较弱。	neutral	昆 仑 山 口 的 冻 胀 强 度 和 水 分 条 件 不 及 北 美 , 石 冰 川 活 动 性 也 相 对 较 弱 。	3
975	没有高的情商,没有圆滑的处世,遇到傻逼就会暴怒,遇到挫折就会抱怨,学不会捧臭脚也学不会拍马屁。可我待人真诚,明辨是非,懂得感恩,问心无愧。(晚安)	happy	没 有 高 的 情 商 , 没 有 圆 滑 的 处 世 , 遇 到 傻 逼 就 会 暴 怒 , 遇 到 挫 折 就 会 抱 怨 , 学 不 会 捧 臭 脚 也 学 不 会 拍 马 屁 。 可 我 待 人 真 诚 , 明 辨 是 非 , 懂 得 感 恩 , 问 心 无 愧 。 ( 晚 安 )	2
976	喜欢下雨天喜欢下雨天睡一天喜欢睡一天饿一天喜欢饿一天然后又一天	happy	喜 欢 下 雨 天 喜 欢 下 雨 天 睡 一 天 喜 欢 睡 一 天 饿 一 天 喜 欢 饿 一 天 然 后 又 一 天	2
977	单位里出了事,一位保安被打了,我还在处理,哎!遇到不讲理的,蛮横得很,真是没王法了	angry	单 位 里 出 了 事 , 一 位 保 安 被 打 了 , 我 还 在 处 理 , 哎 ! 遇 到 不 讲 理 的 , 蛮 横 得 很 , 真 是 没 王 法 了	0
978	我想学会计,有没有好的会计培训学校介绍???	neutral	我 想 学 会 计 , 有 没 有 好 的 会 计 培 训 学 校 介 绍 ? ? ?	4
979	可爱孙闺女第四天没拉屎屎了,下水道是否堵啦,咋办?	fear	可 爱 孙 闺 女 第 四 天 没 拉 屎 屎 了 , 下 水 道 是 否 堵 啦 , 咋 办 ?	2
980	非常幸福。今天特别想谢谢亲爱的妈妈	happy	非 常 幸 福 。 今 天 特 别 想 谢 谢 亲 爱 的 妈 妈	2
981	谣言会把人们所恐惧《礼物》的敌方军力增加一倍《惊恐》,正象回声会把一句话化成两句一样。	neutral	谣 言 会 把 人 们 所 恐 惧 《 礼 物 》 的 敌 方 军 力 增 加 一 倍 《 惊 恐 》 , 正 象 回 声 会 把 一 句 话 化 成 两 句 一 样 。	1
982	本来就烦,一聊天更烦,找男朋友千万不要找理科生,脑子一根筋什么都要理由都要追根究底,就歧视理科男了,不服的来打我啊	angry	本 来 就 烦 , 一 聊 天 更 烦 , 找 男 朋 友 千 万 不 要 找 理 科 生 , 脑 子 一 根 筋 什 么 都 要 理 由 都 要 追 根 究 底 , 就 歧 视 理 科 男 了 , 不 服 的 来 打 我 啊	0
983	这是一位业主姐姐送的新疆特产,一些干果!有心	happy	这 是 一 位 业 主 姐 姐 送 的 新 疆 特 产 , 一 些 干 果 ! 有 心	0
984	合肥高校居然举办了相亲大会,都在急着找对象。。	surprise	合 肥 高 校 居 然 举 办 了 相 亲 大 会 , 都 在 急 着 找 对 象 。 。	5
985	我从不害怕从不畏惧别人说什么一个人要有自己做人的底线我自认为自己是个很有耐心很能忍耐的人可是一味的隐忍不代表没有底线请你要懂得木必先腐而后虫生的道理当我找到你那请你好好反思自己的行为管好自己的嘴祸从口出造谣者必先被谣言所害好自为之吧	happy	我 从 不 害 怕 从 不 畏 惧 别 人 说 什 么 一 个 人 要 有 自 己 做 人 的 底 线 我 自 认 为 自 己 是 个 很 有 耐 心 很 能 忍 耐 的 人 可 是 一 味 的 隐 忍 不 代 表 没 有 底 线 请 你 要 懂 得 木 必 先 腐 而 后 虫 生 的 道 理 当 我 找 到 你 那 请 你 好 好 反 思 自 己 的 行 为 管 好 自 己 的 嘴 祸 从 口 出 造 谣 者 必 先 被 谣 言 所 害 好 自 为 之 吧	4
